Gene_ID	Pfam_ID	Identity	Align_Length	Mismatch	Gap	Q_start	Q_end	T_start	T_end	E_value	Score	Function
fake_2M_genome_000166	A0A0N0HGV7_THEVU/145-309	54.5	165	75	0	145	309	1	165	1.6e-41	175.6	A0A0N0HGV7_THEVU/145-309 A0A0N0HGV7.1 PF11728.7;ArAE_1_C;
fake_2M_genome_000168	A0A094M1F3_9BACL/134-383	100	250	0	0	134	383	1	250	1.3e-108	398.7	A0A094M1F3_9BACL/134-383 A0A094M1F3.1 PF00082.21;Peptidase_S8;
fake_2M_genome_000169	A0A094JTL2_9BACL/330-515	100	186	0	0	330	515	1	186	2.5e-98	365.5	A0A094JTL2_9BACL/330-515 A0A094JTL2.1 PF00488.20;MutS_V;
fake_2M_genome_000170	A0A094JN48_9BACL/238-336	100	99	0	0	238	336	1	99	2e-52	211.8	A0A094JN48_9BACL/238-336 A0A094JN48.1 PF07486.11;Hydrolase_2;
fake_2M_genome_000171	A0A094K9G9_9BACL/347-537	100	191	0	0	341	531	1	191	2.5e-103	381.7	A0A094K9G9_9BACL/347-537 A0A094K9G9.1 PF02811.18;PHP;
fake_2M_genome_000172	A0A094JQD9_9BACL/4-162	100	159	0	0	4	162	1	159	2.4e-81	307	A0A094JQD9_9BACL/4-162 A0A094JQD9.1 PF02674.15;Colicin_V;
fake_2M_genome_000173	A0A094M1F8_9BACL/11-87	100	77	0	0	5	81	1	77	6e-35	151.8	A0A094M1F8_9BACL/11-87 A0A094M1F8.1 PF05164.12;ZapA;
fake_2M_genome_000174	A0A094JTL7_9BACL/220-393	100	174	0	0	220	393	1	174	1.1e-93	350.1	A0A094JTL7_9BACL/220-393 A0A094JTL7.1 PF03483.16;B3_4;
fake_2M_genome_000175	A0A094JN53_9BACL/92-330	100	239	0	0	92	330	1	239	3.7e-136	490	A0A094JN53_9BACL/92-330 A0A094JN53.1 PF01409.19;tRNA-synt_2d;
fake_2M_genome_000177	A0A0N0Y8N1_THEVU/120-260	68.6	140	44	0	120	259	2	141	5.3e-51	206.8	A0A0N0Y8N1_THEVU/120-260 A0A0N0Y8N1.1 PF00588.18;SpoU_methylase;
fake_2M_genome_000178	A0A094JQE2_9BACL/4-119	100	116	0	0	6	121	1	116	1.1e-56	225.3	A0A094JQE2_9BACL/4-119 A0A094JQE2.1 PF02254.17;TrkA_N;
fake_2M_genome_000179	A0A094M1G3_9BACL/3-67	100	65	0	0	3	67	1	65	6.1e-28	128.3	A0A094M1G3_9BACL/3-67 A0A094M1G3.1 PF14098.5;SSPI;
fake_2M_genome_000181	A0A094JTM0_9BACL/6-133	100	128	0	0	6	133	1	128	2.6e-67	260	A0A094JTM0_9BACL/6-133 A0A094JTM0.1 PF02600.15;DsbB;
fake_2M_genome_000182	A0A094JN58_9BACL/42-215	100	174	0	0	54	227	1	174	5.4e-97	359.4	A0A094JN58_9BACL/42-215 A0A094JN58.1 PF13462.5;Thioredoxin_4;
fake_2M_genome_000183	A0A094K9H8_9BACL/14-258	99.6	245	1	0	14	258	1	245	6.5e-131	472.2	A0A094K9H8_9BACL/14-258 A0A094K9H8.1 PF08543.11;Phos_pyr_kin;
fake_2M_genome_000184	A0A094JQE8_9BACL/10-195	100	186	0	0	10	195	1	186	5e-102	375.9	A0A094JQE8_9BACL/10-195 A0A094JQE8.1 PF02581.16;TMP-TENI;
fake_2M_genome_000185	A0A094M1G5_9BACL/62-174	100	113	0	0	62	174	1	113	5.5e-62	242.7	A0A094M1G5_9BACL/62-174 A0A094M1G5.1 PF00413.23;Peptidase_M10;
fake_2M_genome_000187	A0A0N0YD36_THEVU/22-340	67.6	321	101	3	31	350	1	319	4e-132	476.9	A0A0N0YD36_THEVU/22-340 A0A0N0YD36.1 PF02638.14;GHL10;
fake_2M_genome_000188	A0A094JN60_9BACL/7-354	100	348	0	0	7	354	1	348	2.8e-193	679.9	A0A094JN60_9BACL/7-354 A0A094JN60.1 PF00180.19;Iso_dh;
fake_2M_genome_000189	A0A094K9I0_9BACL/3-272	99.6	270	1	0	3	272	1	270	6.4e-143	513.1	A0A094K9I0_9BACL/3-272 A0A094K9I0.1 PF00682.18;HMGL-like;
fake_2M_genome_000190	A0A094JQF0_9BACL/14-177	100	164	0	0	14	177	1	164	3.2e-87	327.4	A0A094JQF0_9BACL/14-177 A0A094JQF0.1 PF07991.11;IlvN;
fake_2M_genome_000191	A0A094M1G7_9BACL/84-157	100	74	0	0	84	157	1	74	1.3e-31	141.7	A0A094M1G7_9BACL/84-157 A0A094M1G7.1 PF10369.8;ALS_ss_C;
fake_2M_genome_000192	A0A094JTM7_9BACL/23-191	100	169	0	0	23	191	1	169	7.8e-89	333.6	A0A094JTM7_9BACL/23-191 A0A094JTM7.1 PF02776.17;TPP_enzyme_N;
fake_2M_genome_000193	A0A094JN65_9BACL/31-551	100	521	0	0	31	551	1	521	6.6e-303	1044.6	A0A094JN65_9BACL/31-551 A0A094JN65.1 PF00920.20;ILVD_EDD;
fake_2M_genome_000194	A0A0N0HCB3_THEVU/34-92	84.7	59	8	1	34	91	1	59	8.5e-18	95.5	A0A0N0HCB3_THEVU/34-92 A0A0N0HCB3.1 PF01047.21;MarR;
fake_2M_genome_000195	A0A094K9I5_9BACL/3-109	100	107	0	0	3	109	1	107	5e-51	205.7	A0A094K9I5_9BACL/3-109 A0A094K9I5.1 PF00453.17;Ribosomal_L20;
fake_2M_genome_000196	A0A094JQF4_9BACL/2-62	100	61	0	0	2	62	1	61	6.5e-24	114.8	A0A094JQF4_9BACL/2-62 A0A094JQF4.1 PF01632.18;Ribosomal_L35p;
fake_2M_genome_000197	A0A094M1H2_9BACL/85-170	100	86	0	0	105	190	1	86	1e-37	162.2	A0A094M1H2_9BACL/85-170 A0A094M1H2.1 PF00707.21;IF3_C;
fake_2M_genome_000198	A0A094JTN1_9BACL/50-178	100	129	0	0	50	178	1	129	2.1e-64	250.8	A0A094JTN1_9BACL/50-178 A0A094JTN1.1 PF04238.11;DUF420;
fake_2M_genome_000199	A0A094JN68_9BACL/320-530	100	211	0	0	318	528	1	211	6.5e-121	440.3	A0A094JN68_9BACL/320-530 A0A094JN68.1 PF00587.24;tRNA-synt_2b;
fake_2M_genome_000200	A0A094K9I7_9BACL/31-242	99.5	212	1	0	64	275	1	212	1.3e-116	424.9	A0A094K9I7_9BACL/31-242 A0A094K9I7.1 PF08812.10;YtxC;
fake_2M_genome_000201	A0A0N1K3J5_THEVU/1-200	68	200	64	0	1	200	1	200	3.5e-71	273.5	A0A0N1K3J5_THEVU/1-200 A0A0N1K3J5.1 PF04307.13;YdjM;
fake_2M_genome_000202	A0A094JQF6_9BACL/59-233	100	175	0	0	59	233	1	175	1.2e-98	365.5	A0A094JQF6_9BACL/59-233 A0A094JQF6.1 PF04055.20;Radical_SAM;
fake_2M_genome_000204	A0A094M1H7_9BACL/330-402	100	73	0	0	330	402	1	73	2.3e-33	149.1	A0A094M1H7_9BACL/330-402 A0A094M1H7.1 PF07261.10;DnaB_2;
fake_2M_genome_000205	A0A094JTN5_9BACL/49-137	100	89	0	0	49	137	1	89	1.1e-40	171.8	A0A094JTN5_9BACL/49-137 A0A094JTN5.1 PF03477.15;ATP-cone;
fake_2M_genome_000206	A0A094JN71_9BACL/3-110	100	108	0	0	3	110	1	108	3e-59	233.4	A0A094JN71_9BACL/3-110 A0A094JN71.1 PF00255.18;GSHPx;
fake_2M_genome_000207	A0A094K9J2_9BACL/157-313	100	157	0	0	157	313	1	157	3.8e-83	313.9	A0A094K9J2_9BACL/157-313 A0A094K9J2.1 PF02800.19;Gp_dh_C;
fake_2M_genome_000208	A0A094JQG0_9BACL/29-148	100	120	0	0	52	171	1	120	4.9e-65	253.1	A0A094JQG0_9BACL/29-148 A0A094JQG0.1 PF01464.19;SLT;
fake_2M_genome_000209	A0A094M1H8_9BACL/1-183	100	183	0	0	1	183	1	183	2.5e-95	353.6	A0A094M1H8_9BACL/1-183 A0A094M1H8.1 PF01121.19;CoaE;
fake_2M_genome_000210	A0A094JTN9_9BACL/115-219	100	105	0	0	115	219	1	105	7.9e-50	202.6	A0A094JTN9_9BACL/115-219 A0A094JTN9.1 PF02659.14;Mntp;
fake_2M_genome_000211	A0A094JN76_9BACL/1-117	100	117	0	0	1	117	1	117	1.6e-60	238.4	A0A094JN76_9BACL/1-117 A0A094JN76.1 PF01149.23;Fapy_DNA_glyco;
fake_2M_genome_000212	A0A094K9J4_9BACL/504-880	100	377	0	0	504	880	1	377	6.5e-212	743	A0A094K9J4_9BACL/504-880 A0A094K9J4.1 PF00476.19;DNA_pol_A;
fake_2M_genome_000214	A0A0D1Y336_ANEMI/60-328	44.8	270	148	1	61	330	1	269	3.1e-61	241.1	A0A0D1Y336_ANEMI/60-328 A0A0D1Y336.1 PF00532.20;Peripla_BP_1;
fake_2M_genome_000215	Q9KAR7_BACHD/137-251	76.5	115	27	0	139	253	1	115	2e-47	195.3	Q9KAR7_BACHD/137-251 Q9KAR7.1 PF02894.16;GFO_IDH_MocA_C;
fake_2M_genome_000216	A0A099SDJ5_9CLOT/34-250	69.6	217	66	0	35	251	1	217	1.9e-86	324.7	A0A099SDJ5_9CLOT/34-250 A0A099SDJ5.1 PF01261.23;AP_endonuc_2;
fake_2M_genome_000217	B8F6Y6_HAEPS/6-198	80.8	193	37	0	3	195	1	193	1.7e-84	319.3	B8F6Y6_HAEPS/6-198 B8F6Y6.1 PF02776.17;TPP_enzyme_N;
fake_2M_genome_000218	A0A0U4EA83_9BACI/19-483	78.1	465	102	0	17	481	1	465	1.2e-215	754.6	A0A0U4EA83_9BACI/19-483 A0A0U4EA83.1 PF00171.21;Aldedh;
fake_2M_genome_000219	A0A024P547_9BACI/12-317	75.7	305	74	0	12	316	1	305	2.3e-133	480.7	A0A024P547_9BACI/12-317 A0A024P547.1 PF00294.23;PfkB;
fake_2M_genome_000220	A0A0H4KHP9_9BACI/4-264	66.7	261	87	0	4	264	1	261	2.3e-107	394	A0A0H4KHP9_9BACI/4-264 A0A0H4KHP9.1 PF04962.11;KduI;
fake_2M_genome_000221	A0A0M2VTL1_9BACL/7-125	73.7	118	31	0	7	124	2	119	8.7e-48	196.4	A0A0M2VTL1_9BACL/7-125 A0A0M2VTL1.1 PF01408.21;GFO_IDH_MocA;
fake_2M_genome_000222	M7NCR8_9BACL/35-440	74.9	406	102	0	35	440	1	406	9.1e-169	599	M7NCR8_9BACL/35-440 M7NCR8.1 PF00474.16;SSF;
fake_2M_genome_000223	C5DAY0_GEOSW/5-53	52.1	48	23	0	5	52	1	48	1.3e-11	73.9	C5DAY0_GEOSW/5-53 C5DAY0.1 PF04320.13;DUF469;
fake_2M_genome_000227	F5SKN5_9BACL/33-150	53.3	75	32	2	15	87	5	78	6.6e-11	72	F5SKN5_9BACL/33-150 F5SKN5.1 PF14430.5;Imm1;
fake_2M_genome_000230	A0A094JQG6_9BACL/20-176	98.7	157	2	0	20	176	1	157	4e-82	310.1	A0A094JQG6_9BACL/20-176 A0A094JQG6.1 PF00005.26;ABC_tran;
fake_2M_genome_000231	A0A094M1I5_9BACL/19-174	100	156	0	0	43	198	1	156	4.2e-85	320.1	A0A094M1I5_9BACL/19-174 A0A094M1I5.1 PF00005.26;ABC_tran;
fake_2M_genome_000232	A0A094JTP5_9BACL/81-294	99.5	214	1	0	81	294	1	214	1.8e-113	414.5	A0A094JTP5_9BACL/81-294 A0A094JTP5.1 PF00528.21;BPD_transp_1;
fake_2M_genome_000233	A0A094JN83_9BACL/99-302	100	204	0	0	109	312	1	204	6.7e-103	379.4	A0A094JN83_9BACL/99-302 A0A094JN83.1 PF00528.21;BPD_transp_1;
fake_2M_genome_000234	A0A094K9K3_9BACL/26-267	100	242	0	0	27	268	1	242	3.2e-134	483.4	A0A094K9K3_9BACL/26-267 A0A094K9K3.1 PF12849.6;PBP_like_2;
fake_2M_genome_000235	A0A094JQG9_9BACL/465-577	100	113	0	0	465	577	1	113	2.6e-60	238.8	A0A094JQG9_9BACL/465-577 A0A094JQG9.1 PF02518.25;HATPase_c;
fake_2M_genome_000236	A0A094M1J0_9BACL/5-115	100	111	0	0	5	115	1	111	3e-55	220.7	A0A094M1J0_9BACL/5-115 A0A094M1J0.1 PF00072.23;Response_reg;
fake_2M_genome_000237	A0A094JTP8_9BACL/15-131	100	117	0	0	15	131	1	117	1.8e-59	234.2	A0A094JTP8_9BACL/15-131 A0A094JTP8.1 PF01575.18;MaoC_dehydratas;
fake_2M_genome_000238	A0A094JN86_9BACL/150-313	100	164	0	0	150	313	1	164	4.8e-85	320.1	A0A094JN86_9BACL/150-313 A0A094JN86.1 PF02866.17;Ldh_1_C;
fake_2M_genome_000239	A0A0N0Y890_THEVU/30-427	91.5	398	34	0	30	427	1	398	1.9e-212	743.8	A0A0N0Y890_THEVU/30-427 A0A0N0Y890.1 PF00180.19;Iso_dh;
fake_2M_genome_000240	A0A094K4F3_9BACL/6-353	100	348	0	0	6	353	1	348	3.2e-197	693	A0A094K4F3_9BACL/6-353 A0A094K4F3.1 PF00285.20;Citrate_synt;
fake_2M_genome_000241	A0A094JK72_9BACL/12-360	100	349	0	0	12	360	1	349	2.8e-167	593.6	A0A094JK72_9BACL/12-360 A0A094JK72.1 PF01594.15;AI-2E_transport;
fake_2M_genome_000242	A0A094LWD8_9BACL/10-118	100	109	0	0	10	118	1	109	1e-55	221.5	A0A094LWD8_9BACL/10-118 A0A094LWD8.1 PF04186.12;FxsA;
fake_2M_genome_000243	A0A094JNG3_9BACL/20-105	100	86	0	0	19	104	1	86	2.9e-45	186.8	A0A094JNG3_9BACL/20-105 A0A094JNG3.1 PF03061.21;4HBT;
fake_2M_genome_000244	A0A094JI15_9BACL/2-343	99.1	342	3	0	2	343	1	342	1.7e-184	651.4	A0A094JI15_9BACL/2-343 A0A094JI15.1 PF00224.20;PK;
fake_2M_genome_000245	A0A094K4F9_9BACL/3-275	100	273	0	0	3	275	1	273	1.5e-150	537.7	A0A094K4F9_9BACL/3-275 A0A094K4F9.1 PF00365.19;PFK;
fake_2M_genome_000246	A0A094JK78_9BACL/4-147	100	144	0	0	4	147	1	144	2.2e-77	294.7	A0A094JK78_9BACL/4-147 A0A094JK78.1 PF03255.13;ACCA;
fake_2M_genome_000247	A0A094LWE5_9BACL/59-250	100	192	0	0	59	250	1	192	2.7e-103	380.6	A0A094LWE5_9BACL/59-250 A0A094LWE5.1 PF01039.21;Carboxyl_trans;
fake_2M_genome_000248	A0A0N1K3T0_THEVU/11-73	85.7	63	9	0	10	72	1	63	5e-21	107.1	A0A0N1K3T0_THEVU/11-73 A0A0N1K3T0.1 PF00392.20;GntR;
fake_2M_genome_000249	A0A094JNG8_9BACL/161-385	99.6	225	1	0	161	385	1	225	1e-119	435.6	A0A094JNG8_9BACL/161-385 A0A094JNG8.1 PF03949.14;Malic_M;
fake_2M_genome_000252	A0A094JK83_9BACL/4-151	100	148	0	0	4	151	1	148	2.8e-76	290	A0A094JK83_9BACL/4-151 A0A094JK83.1 PF04608.12;PgpA;
fake_2M_genome_000253	A0A0N0YAH3_THEVU/296-718	73.5	422	112	0	298	719	2	423	8e-178	630.2	A0A0N0YAH3_THEVU/296-718 A0A0N0YAH3.1 PF07733.11;DNA_pol3_alpha;
fake_2M_genome_000254	A0A094LWF0_9BACL/7-107	100	101	0	0	7	107	1	101	7.4e-49	198.4	A0A094LWF0_9BACL/7-107 A0A094LWF0.1 PF14034.5;Spore_YtrH;
fake_2M_genome_000256	A0A094JI24_9BACL/9-95	100	87	0	0	9	95	1	87	1.3e-39	167.5	A0A094JI24_9BACL/9-95 A0A094JI24.1 PF14007.5;YtpI;
fake_2M_genome_000257	A0A094K4G7_9BACL/76-178	100	103	0	0	76	178	1	103	5.9e-49	200.7	A0A094K4G7_9BACL/76-178 A0A094K4G7.1 PF07085.11;DRTGG;
fake_2M_genome_000259	A0A094K415_9BACL/2-193	100	192	0	0	2	193	1	192	5.8e-112	409.1	A0A094K415_9BACL/2-193 A0A094K415.1 PF13483.5;Lactamase_B_3;
fake_2M_genome_000260	A0A0N0HC60_THEVU/199-453	61.8	254	96	1	198	450	2	255	3.4e-82	311.2	A0A0N0HC60_THEVU/199-453 A0A0N0HC60.1 PF14398.5;ATPgrasp_YheCD;
fake_2M_genome_000261	A0A094JJT7_9BACL/106-363	99.6	258	1	0	106	363	1	258	8e-148	528.9	A0A094JJT7_9BACL/106-363 A0A094JJT7.1 PF14398.5;ATPgrasp_YheCD;
fake_2M_genome_000262	F5SL88_9BACL/195-453	58.4	257	106	1	195	451	4	259	1.8e-80	305.4	F5SL88_9BACL/195-453 F5SL88.1 PF14398.5;ATPgrasp_YheCD;
fake_2M_genome_000263	A0A094JP41_9BACL/111-361	99.6	251	1	0	178	428	1	251	1e-141	508.8	A0A094JP41_9BACL/111-361 A0A094JP41.1 PF14398.5;ATPgrasp_YheCD;
fake_2M_genome_000264	F5SL86_9BACL/17-122	58.8	102	42	0	18	119	3	104	5.8e-29	132.9	F5SL86_9BACL/17-122 F5SL86.1 PF00583.24;Acetyltransf_1;
fake_2M_genome_000265	A0A135L1Y7_9BACI/215-323	66.1	109	37	0	113	221	1	109	3.9e-36	157.1	A0A135L1Y7_9BACI/215-323 A0A135L1Y7.1 PF00877.18;NLPC_P60;
fake_2M_genome_000267	A0A094JLW8_9BACL/2-407	91.9	406	33	0	2	407	1	406	6.5e-211	738.8	A0A094JLW8_9BACL/2-407 A0A094JLW8.1 PF04293.12;SpoVR;
fake_2M_genome_000268	A0A094M076_9BACL/320-442	100	123	0	0	320	442	1	123	5.2e-56	224.2	A0A094M076_9BACL/320-442 A0A094M076.1 PF01769.15;MgtE;
fake_2M_genome_000269	A0A094JP37_9BACL/117-407	100	291	0	0	117	407	1	291	1e-170	605.1	A0A094JP37_9BACL/117-407 A0A094JP37.1 PF00246.23;Peptidase_M14;
fake_2M_genome_000270	A0A094JLW3_9BACL/2-420	97.4	419	11	0	88	506	1	419	5.7e-224	782.3	A0A094JLW3_9BACL/2-420 A0A094JLW3.1 PF03323.12;GerA;
fake_2M_genome_000271	A0A094JSA8_9BACL/8-330	98.8	323	4	0	8	330	1	323	2.5e-173	613.6	A0A094JSA8_9BACL/8-330 A0A094JSA8.1 PF03845.12;Spore_permease;
fake_2M_genome_000272	A0A094M073_9BACL/217-385	95.3	169	8	0	217	385	1	169	4.8e-90	337	A0A094M073_9BACL/217-385 A0A094M073.1 PF05504.10;Spore_GerAC;
fake_2M_genome_000273	A0A094JP33_9BACL/190-328	100	139	0	0	190	328	1	139	3.5e-73	280.8	A0A094JP33_9BACL/190-328 A0A094JP33.1 PF13602.5;ADH_zinc_N_2;
fake_2M_genome_000274	A0A094K891_9BACL/4-149	100	146	0	0	4	149	1	146	3e-83	313.5	A0A094K891_9BACL/4-149 A0A094K891.1 PF04199.12;Cyclase;
fake_2M_genome_000275	A0A094JLV8_9BACL/55-377	99.4	323	2	0	55	377	1	323	2.2e-189	667.2	A0A094JLV8_9BACL/55-377 A0A094JLV8.1 PF00266.18;Aminotran_5;
fake_2M_genome_000276	A0A0V8HIH0_9BACI/13-284	71.9	221	62	0	1	221	52	272	8.2e-87	325.5	A0A0V8HIH0_9BACI/13-284 A0A0V8HIH0.1 PF03301.12;Trp_dioxygenase;
fake_2M_genome_000277	A0A094JSA5_9BACL/2-152	100	50	0	0	2	51	1	50	2.8e-22	109	A0A094JSA5_9BACL/2-152 A0A094JSA5.1 PF03301.12;Trp_dioxygenase;
fake_2M_genome_000280	A0A094K888_9BACL/4-174	98.8	171	2	0	4	174	1	171	1.5e-89	335.9	A0A094K888_9BACL/4-174 A0A094K888.1 PF02776.17;TPP_enzyme_N;
fake_2M_genome_000281	A0A094JLV6_9BACL/1-172	100	172	0	0	1	172	1	172	1.3e-98	364.4	A0A094JLV6_9BACL/1-172 A0A094JLV6.1 PF03358.14;FMN_red;
fake_2M_genome_000282	A0A094JSA1_9BACL/12-180	95.9	146	6	0	12	157	1	146	1.2e-75	288.1	A0A094JSA1_9BACL/12-180 A0A094JSA1.1 PF00501.27;AMP-binding;
fake_2M_genome_000283	A0A094M067_9BACL/1-168	96.6	149	5	0	1	149	20	168	8.5e-78	295	A0A094M067_9BACL/1-168 A0A094M067.1 PF00501.27;AMP-binding;
fake_2M_genome_000284	A0A094JP27_9BACL/29-104	98.7	76	1	0	29	104	1	76	9.6e-37	158.3	A0A094JP27_9BACL/29-104 A0A094JP27.1 PF13193.5;AMP-binding_C;
fake_2M_genome_000286	A0A094K884_9BACL/140-390	100	251	0	0	140	390	1	251	6.2e-150	536.6	A0A094K884_9BACL/140-390 A0A094K884.1 PF04183.11;IucA_IucC;
fake_2M_genome_000287	E0IAZ2_9BACL/4-346	61.2	340	131	1	11	349	4	343	2.8e-118	431	E0IAZ2_9BACL/4-346 E0IAZ2.1 PF13434.5;K_oxygenase;
fake_2M_genome_000288	A0A094JLV0_9BACL/27-171	100	145	0	0	27	171	1	145	7.9e-86	322	A0A094JLV0_9BACL/27-171 A0A094JLV0.1 PF13523.5;Acetyltransf_8;
fake_2M_genome_000289	A0A094JS97_9BACL/153-390	100	238	0	0	153	390	1	238	4.9e-134	483.8	A0A094JS97_9BACL/153-390 A0A094JS97.1 PF04183.11;IucA_IucC;
fake_2M_genome_000290	A0A094M064_9BACL/55-426	100	372	0	0	59	430	1	372	2.5e-216	756.9	A0A094M064_9BACL/55-426 A0A094M064.1 PF00282.18;Pyridoxal_deC;
fake_2M_genome_000291	A0A094JP25_9BACL/22-443	100	422	0	0	22	443	1	422	2.5e-244	849.7	A0A094JP25_9BACL/22-443 A0A094JP25.1 PF00202.20;Aminotran_3;
fake_2M_genome_000292	A0A094K880_9BACL/7-355	99.7	349	1	0	7	355	1	349	5.1e-188	662.5	A0A094K880_9BACL/7-355 A0A094K880.1 PF07690.15;MFS_1;
fake_2M_genome_000293	A0A094JLU8_9BACL/140-353	100	214	0	0	167	380	1	214	1.8e-113	414.8	A0A094JLU8_9BACL/140-353 A0A094JLU8.1 PF01262.20;AlaDh_PNT_C;
fake_2M_genome_000294	A0A094JS95_9BACL/8-127	100	120	0	0	8	127	1	120	9.2e-63	246.9	A0A094JS95_9BACL/8-127 A0A094JS95.1 PF07905.10;PucR;
fake_2M_genome_000295	A0A135L768_9BACI/8-167	50.6	158	78	0	8	165	2	159	1.2e-39	169.5	A0A135L768_9BACI/8-167 A0A135L768.1 PF13177.5;DNA_pol3_delta2;
fake_2M_genome_000296	A0A094M062_9BACL/1-102	100	102	0	0	1	102	1	102	4.2e-50	202.6	A0A094M062_9BACL/1-102 A0A094M062.1 PF08921.10;DUF1904;
fake_2M_genome_000297	A0A094JP21_9BACL/2-279	100	278	0	0	2	279	1	278	5.2e-155	552.4	A0A094JP21_9BACL/2-279 A0A094JP21.1 PF02645.15;DegV;
fake_2M_genome_000298	A0A094K878_9BACL/310-627	99.7	318	1	0	310	627	1	318	6.5e-198	696	A0A094K878_9BACL/310-627 A0A094K878.1 PF13243.5;SQHop_cyclase_C;
fake_2M_genome_000299	A0A094JLU3_9BACL/107-273	100	167	0	0	107	273	1	167	3.9e-87	327	A0A094JLU3_9BACL/107-273 A0A094JLU3.1 PF01695.16;IstB_IS21;
fake_2M_genome_000300	A0A094JS91_9BACL/188-530	100	343	0	0	188	530	1	343	5e-199	699.5	A0A094JS91_9BACL/188-530 A0A094JS91.1 PF00733.20;Asn_synthase;
fake_2M_genome_000301	M9M3P8_PAEPP/29-154	29.9	127	86	2	29	153	1	126	2.2e-09	67.8	M9M3P8_PAEPP/29-154 M9M3P8.1 PF13471.5;Transglut_core3;
fake_2M_genome_000303	A0A094K875_9BACL/277-347	100	49	0	0	277	325	1	49	1e-19	103.6	A0A094K875_9BACL/277-347 A0A094K875.1 PF13424.5;TPR_12;
fake_2M_genome_000305	A0A094JS88_9BACL/165-301	100	137	0	0	159	295	1	137	1.1e-71	275.8	A0A094JS88_9BACL/165-301 A0A094JS88.1 PF00107.25;ADH_zinc_N;
fake_2M_genome_000307	A0A094M056_9BACL/7-188	100	182	0	0	7	188	1	182	8.3e-91	339	A0A094M056_9BACL/7-188 A0A094M056.1 PF12730.6;ABC2_membrane_4;
fake_2M_genome_000308	A0A094JP15_9BACL/22-163	100	142	0	0	22	163	1	142	6.4e-77	293.1	A0A094JP15_9BACL/22-163 A0A094JP15.1 PF00005.26;ABC_tran;
fake_2M_genome_000309	A0A094K871_9BACL/139-317	100	179	0	0	139	317	1	179	5.4e-95	353.6	A0A094K871_9BACL/139-317 A0A094K871.1 PF00742.18;Homoserine_dh;
fake_2M_genome_000310	A0A094JLT5_9BACL/3-196	100	194	0	0	3	196	1	194	1.7e-105	387.9	A0A094JLT5_9BACL/3-196 A0A094JLT5.1 PF07070.10;Spo0M;
fake_2M_genome_000311	A0A094JS83_9BACL/12-202	100	191	0	0	12	202	1	191	2.4e-98	364.8	A0A094JS83_9BACL/12-202 A0A094JS83.1 PF01595.19;DUF21;
fake_2M_genome_000312	A0A0M4GBE2_9BACI/25-243	37.9	214	113	6	24	227	14	217	2.7e-28	131.3	A0A0M4GBE2_9BACI/25-243 A0A0M4GBE2.1 PF05569.10;Peptidase_M56;
fake_2M_genome_000313	A0A094M052_9BACL/13-127	100	115	0	0	23	137	1	115	1.2e-59	234.6	A0A094M052_9BACL/13-127 A0A094M052.1 PF03965.15;Penicillinase_R;
fake_2M_genome_000314	F5LFM1_9BACL/274-382	52.8	108	51	0	256	363	1	108	2.6e-27	128.6	F5LFM1_9BACL/274-382 F5LFM1.1 PF04122.11;CW_binding_2;
fake_2M_genome_000315	A0A0N1K5G4_THEVU/27-161	51.1	133	62	2	31	163	5	134	7e-34	149.8	A0A0N1K5G4_THEVU/27-161 A0A0N1K5G4.1 PF00069.24;Pkinase;
fake_2M_genome_000316	A0A094K867_9BACL/23-156	100	134	0	0	23	156	1	134	4.6e-71	272.7	A0A094K867_9BACL/23-156 A0A094K867.1 PF08327.10;AHSA1;
fake_2M_genome_000317	A0A094JLT1_9BACL/42-385	100	344	0	0	42	385	1	344	1.4e-193	681	A0A094JLT1_9BACL/42-385 A0A094JLT1.1 PF00155.20;Aminotran_1_2;
fake_2M_genome_000318	A0A094JS81_9BACL/4-241	98.7	238	3	0	4	241	1	238	2.4e-132	477.2	A0A094JS81_9BACL/4-241 A0A094JS81.1 PF01370.20;Epimerase;
fake_2M_genome_000319	A0A094M0B0_9BACL/51-449	100	399	0	0	60	458	1	399	1.3e-216	757.7	A0A094M0B0_9BACL/51-449 A0A094M0B0.1 PF01235.16;Na_Ala_symp;
fake_2M_genome_000320	A0A094JP71_9BACL/7-268	100	262	0	0	12	273	1	262	6.8e-139	498.8	A0A094JP71_9BACL/7-268 A0A094JP71.1 PF02673.17;BacA;
fake_2M_genome_000321	A0A094K8D5_9BACL/132-276	100	145	0	0	137	281	1	145	2.3e-81	308.5	A0A094K8D5_9BACL/132-276 A0A094K8D5.1 PF13091.5;PLDc_2;
fake_2M_genome_000322	A0A094JM08_9BACL/147-236	100	90	0	0	147	236	1	90	1.9e-44	184.9	A0A094JM08_9BACL/147-236 A0A094JM08.1 PF09560.9;Spore_YunB;
fake_2M_genome_000323	F5SAQ2_9BACL/24-217	71.2	184	53	0	28	211	11	194	1.2e-69	268.9	F5SAQ2_9BACL/24-217 F5SAQ2.1 PF01545.20;Cation_efflux;
fake_2M_genome_000325	A0A0N0HC82_THEVU/18-204	62	187	71	0	17	203	1	187	1.3e-58	232.3	A0A0N0HC82_THEVU/18-204 A0A0N0HC82.1 PF04072.13;LCM;
fake_2M_genome_000326	F5SD01_9BACL/125-246	60	120	48	0	66	185	1	120	3.3e-34	151	F5SD01_9BACL/125-246 F5SD01.1 PF01522.20;Polysacc_deac_1;
